overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"09 9, 2015",ALR819EYYWX06,B00SA9UB7K,azog,"I played the demo, so I was sure I knew what to expect, but it turned out to be a whole lot more than the two songs from the demo. More than I can possibly cover in this review.

For starters, the main function of the game is the rhythm game, where you play different songs with different characters, at different difficulty levels. If you've played any rhythm games before, the fundamentals will be familiar. Here, you can chose to use ""tap mode"" or ""button mode"", where you either touch the screen, or press the A/B/X/Y buttons, respectively. Since I'm a bumbling oaf, I figured button mode would be the easiest, but it turns out I like playing with tap mode better.

When you start the game, you choose which character you want to be, and the style of room. I chose Miku and the green room, but you can change that. The game uses StreetPass, so make sure you have an open StreetPass slot (Nintendo really needs to increase that). Since I've only had the game for less than a day, I haven't tagged anyone, nor have I used the AR cards. Dunno exactly how many AR cards there were, but seems like about 10.

When you play songs you earn points so you can buy new decorations for the room or outfits. There's some mini-games you can play. So far I've played Go, which you activate while in Hang-out mode. There's also a Tetris-style game on the main menu. You can collect different different stamps for accomplishments. You can take photos in game, which are saved to the SD or post them to Miiverse in the usual manner (there's a new Miiverse community for the game).

In the interests of brevity, I'm going to cut this short, but there are plenty of other things I haven't mentioned. If you like rhythm games, or just like Miku or the Nendoroid Vocaloids in general, this is a fun game so far with plenty to keep me occupied.",Project Mirai DX,1441756800,6,,
5.0,True,"11 14, 2006",A19EKT8H85AKO5,B000HTWX22,Bigstory,"I am a VERY old-school gamer and the last brand new home console system that I purchased was the Sega Dreamcast in 1999. I lost interest in the gaming scene after the Dreamcast died out. Reason being I didn't care much for 3-D polygonal games. I was bred on 2-D sprite based graphics. My very first system was the 2600 my parents got me in the early 80's. I've had almost every system ever since (between early 80's and 1999, I've had the Sega Master System, Turbo Graphix 16, Commodore 64, Super Nintendo, 3DO, Neo Geo, Sega Saturn, Sega Genesis, PS 1, etc..).

When the original PS 2 came out, I was skeptical. I knew that the eventual games being released at the time would not be of any interest to me. As it turned out, I was right. All the similar polygon-based games catering to the teenage male crowd was extremely boring to me.

However, around the middle part of the new millenium, I began noticing a nice amount of retro arcade collections for the PS 2. One example being the Capcom Classics collection. A large gathering of over 20 Arcade games for around 20 bucks. Remember, I came from a time when you paid 50 dollars for an inferior reproduction of 1 arcade game for a home console.

I also caught wind of a new redesinged PS 2 that wasn't all that larger than it's own controller. When I actually saw it, I was pretty impressed with the compact shape and looks of the new system. I still held out though. Not enough compilations to warrant the purchase of a new system.

But, several factors finally changed my mind. Additional compilations were being released, the one from Taito really caught my interest. There were even home console collections being released; I am talking about ones with a wide selection of games for a nominal price. Sony also dropped the price of the system. And finally, the release of this Silver colored system. I was sold.

I've had this system for about 4 days. First of all, looks really pretty. Love the silver color. The size is very compact. Very nice for my space challenged apartment. Of course, the system works with all my old PS 1 games along with the PS 1 memory cards. Load time for my PS 1 games is a lot faster. The controller feels nice and durable.

I've been enjoying games such as Ghost & Goblins, Super-Off Road, and Gladiator for the last several days. I am glad that I decided to purchase this new PS 2 system. Compact size, affordable price, and overall hugh selection of games. Whether you are into retro gaming or not, it is hard to go wrong with this system.

UPDATE- Just to clear up a potential confusion, despite what Amazon listed on their page for this PS 2 system, I did buy this from Amazon and the Sony Playstation 2 that arrived at my doorsteps is the North American NTSC format; NOT the European PAL version. So yes, this system plays all U.S. PS 2 games. Otherwise its been just over a week since I've had this system and I cannot wait to order Capcom Classics vol 2, Sega Genesis collection, and the Metal Slug Anthology. Keep the classics coming!

UPDATE(2)- I've had this system for about 2 years now and although the release of retro-collections are slowing down, I've had a blast with every collection that was released. SNK seems to be the last company to pump out a compilation here and there; I'll enjoy it while it last.

UPDATE(3)- 2 and a half years and I am still enjoying the system. Recently, I've been introducing my girlfriend to my large retro-gaming collection on the PS 2. She really enjoys the Namco stuff such as Dig Dug and Mappy. She also likes some of the Taito stuff. Good times!

UPDATE(4)- Lately I've been exploring the import shoot-em-ups market. Some of my favorites include Strikers 1945 1+2 and Gunbird 1+2. Still rolling with the PS2 after 3 years.

UPDATE(5)- 3 1/2 years with the PS2. Haven't had much of a chance to play recently. But when I do have a moment, I still play Mappy with my girlfriend to see who can beat the high score.",Party like it's 1999..,1163462400,86,,
5.0,True,"06 30, 2014",AEO1PJTWZ7DH4,B00DC7G2W8,blapierre,"If you own a WII U, you have to buy this. It you don't own a WII U, you might want to consider buying a WII U to play this game.","Great, amazing game",1404086400,2,{'Format:': ' Video Game'},
5.0,False,"07 28, 2014",AYDXL7HB95BIB,B00BMFIXT2,Jaye S.,"Awesome pirate game, a must have! You'll have fun for countless hours.","One of my favorite games, best assassin's creed game!",1406505600,,{'Format:': ' Video Game'},
5.0,True,"12 14, 2014",A2PMAKCOX0XGD0,B004FDYSP6,Eric,did what i wanted it to. Arrived quickly and worked well.,Five Stars,1418515200,,"{'Size:': ' Cable', 'Color:': ' Black (1 Pack)'}",
5.0,True,"12 3, 2012",AWOQJ2ORRI4T9,B0016B28WU,Vernon Wayne Evans,Love the online I want to collect all call of duty games cuz they r best of any war games,Awesome online gaming,1354492800,,{'Format:': ' Video Game'},
5.0,True,"02 27, 2012",AI93LF8UZEBNX,B005T5OBWY,Michael B.,I have never played the original LBP but I had heard very good things about it. Knowing nothing more than that of the original I picked up this one and was immediately having fun. The multiplayer is integrated very nicely and using the move controller is fun. This game is cram packed with character and creative juices. If you're on the line then I recommend stepping over it and purchasing this gem.,Pleasantly Surprised,1330300800,,,
5.0,True,"06 11, 2016",A133BI2E0NL24V,B00005ME6O,Emily Warnock,"Chilling, old-fashioned, psychological survival horror game.",Five Stars,1465603200,,,
5.0,True,"11 6, 2005",A3S95B95LNZVN3,B0009I6S0O,James,This game is pretty sweet if you liked ICO or not. In this game you have to kill collossus animals and formations. It mite not sound that great but it is. You should get this one if you like adventure games.,shadow of the collossus?,1131235200,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 2'}",
5.0,False,"01 26, 2017",A2WHVOKIN61YZN,B002I096Q4,AmazonDemon,This is actually an amazing game but it can lose its shine after awhile.,Five Stars,1485388800,,{'Format:': ' Video Game'},
5.0,True,"01 2, 2016",A2OL96Q4ZZG4O7,B0057PERIY,Lisa Alexander,Item as expected,Five Stars,1451692800,,{'Platform:': ' PlayStation 3'},
5.0,True,"03 23, 2013",A3V7F58M4ZXHIF,B001TOQ8MU,Night Lord 40K,"I have seen this game in gamestop and just about everywhere else over the years and always just picked it up then put it back on the shelf. That was a major mistake on my part as this is an excellent game.

  I recently bought and played Aliens Colonial Marines and really liked that game which made me decide to pick this game up and give it a try. This is definately a survival horror game especially playing the Colonial Marine part of the campaign. You will have a nervous and foreboding feeling the whole time you are playing as a Marine. The Aliens will be everywhere and coming at you from every angle at times causing you to be constantly looking from side to side and back to front. The only time I found myself completely relaxed is during one of the cut sceens.

  This game is broken down into three different campaigns. Marine , Alien , Predator. To me the marine playthrough is the best. You have none of the super powers like the Alien and Predator, leaving you with a more helpless feeling. As the Predator you have your super weapons and your cloak ability that renders you virtually invisable. As the Alien you can climb on wall , are extremly fast, and are virtually undetectable in dark spaces.

  All and all this is a great game even being several years old. this game is definately worth your time and money. Buy it used or buy it new it doesnt matter you won't regret it.

  Edit : I purchased this game for only $17.00 in like new condition here on Amazon , so If you don't want to pay the high price of a new game you can pick it up used pretty cheap. Also give Colonial Marines a try.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Aliens-Colonial-Marines/dp/B005THAX5Q/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Aliens: Colonial Marines</a>",Great game that I have missed out on for years.,1363996800,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
5.0,True,"06 14, 2016",AWFDSCQ7TGJNY,B00QXJFE08,Amazon Customer,Everything ok,Five Stars,1465862400,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,False,"01 21, 2010",A3KZEGBTPH6MMF,B001NTFATI,Lucy Cat,"I have been using this mouse with my gaming laptop for first person shooters mainly in addition to World of Warcraft.  The interchangeable grips are a nice addition to the weights which are popular on the other logitech gaming mice. There are relatively few additional customizable buttons which may be a disadvantage for some users, however for those who prefer a nice straightforward laser mouse, this is a good choice!",Great Gaming Mouse!,1264032000,2,,
5.0,False,"11 22, 2016",A266BFIUYON37V,B01GVJUVQ6,JK,"This an awesome-looking controller and it plays just as well. We have an Elite Xbox controller, and it's almost as nice (one picky difference). I tested this with an Xbox, not a PC.

Here's the Pros:
- despite being a wired controller, there is plenty of line and there was definitely some good thought put into how it connects to the controller, it's not going anywhere
- feedback on buttons and other elements of controller, especially the analog sticks, are much better than the plain old vanilla controller, and almost as good as the Elite controller
- the top and side grips are useful and I found them to be really handy during serious play
- the faceplate images are not printed onto the plastic, it's a molded design so the controller looks really serious

There was only one downside, and it's really a personal preference thing, but I found the buttons on the back to be a bit clumsy and maybe it's because I'm used to the Elite controller. I found myself frequently hitting the center button accidentally.",Cool Controller for Fans of Titanfall!!!,1479772800,,,
